p_recall,timestamp,time_elapsed,user_id,item_id,history_seen,history_correct
0.75,1158292815,69,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,4,3
0.75,1158292867,52,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,5,4
0.75,1158292911,44,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,6,5
0.75,1158293002,91,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,7,6
0.75,1158293035,33,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,8,7
0.75,1158293091,56,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,9,8
0.75,1158293151,60,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,10,9
0.75,1158902614,609463,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,11,10
0.75,1158902735,121,Stu_02ca13a7135ccf439555b3bffd18a936,I_wav/W/wo3.wav_Lessons1-2,12,11
0.75,1158292955,222,Stu_02ca13a7135ccf439555b3bffd18a936,shi4_是_Lessons1-2,2,2
0.75,1158293136,181,Stu_02ca13a7135ccf439555b3bffd18a936,shi4_是_Lessons1-2,3,3
0.75,1158902616,609480,Stu_02ca13a7135ccf439555b3bffd18a936,shi4_是_Lessons1-2,4,4
0.75,1158292812,96,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,2,2
0.75,1158292887,75,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,3,3
0.75,1158292997,110,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,4,4
0.75,1158293094,97,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,5,5
0.75,1158293193,99,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,6,6
0.25,1158816141,522948,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,7,7
0.25,1158817324,1183,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,8,7
0.75,1158902532,85208,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,9,7
0.75,1158902727,195,Stu_02ca13a7135ccf439555b3bffd18a936,not_wav/B/bu4.wav_Lessons1-2,10,8
0.75,1158292937,140,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_wav/W/wo3.wav_Lessons1-2,2,2
0.75,1158293050,113,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_wav/W/wo3.wav_Lessons1-2,3,3
0.75,1158293138,88,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_wav/W/wo3.wav_Lessons1-2,4,4
0.75,1158902642,609504,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_wav/W/wo3.wav_Lessons1-2,5,5
0.75,1158292908,123,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_wav/B/bu4.wav_Lessons1-2,2,2
0.75,1158293043,135,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_wav/B/bu4.wav_Lessons1-2,3,3
0.75,1158293170,127,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_wav/B/bu4.wav_Lessons1-2,4,4
0.75,1158902619,609449,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_wav/B/bu4.wav_Lessons1-2,5,5
0.75,1158292922,93,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,2,2
0.75,1158293063,141,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,3,3
0.75,1158293204,141,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,4,4
0.25,1158816353,523149,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,5,5
0.75,1158817290,937,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,6,5
0.75,1158902713,85423,Stu_02ca13a7135ccf439555b3bffd18a936,ne_wav/N/ne.wav_Lessons1-2,7,6
0.75,1158292986,129,Stu_02ca13a7135ccf439555b3bffd18a936,How about N?_wav/N/ne.wav_Lessons1-2,2,2
0.75,1158293165,179,Stu_02ca13a7135ccf439555b3bffd18a936,How about N?_wav/N/ne.wav_Lessons1-2,3,3
0.25,1158902874,609709,Stu_02ca13a7135ccf439555b3bffd18a936,How about N?_wav/N/ne.wav_Lessons1-2,4,4
0.75,1158292927,140,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_我_Lessons1-2,2,2
0.75,1158293083,156,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_我_Lessons1-2,3,3
0.75,1158293391,308,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_我_Lessons1-2,4,4
0.75,1158902624,609233,Stu_02ca13a7135ccf439555b3bffd18a936,wo3_我_Lessons1-2,5,5
0.75,1158292885,91,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_不_Lessons1-2,2,2
0.75,1158293058,173,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_不_Lessons1-2,3,3
0.75,1158293129,71,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_不_Lessons1-2,4,4
0.75,1158902570,609441,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_不_Lessons1-2,5,5
0.75,1158902852,282,Stu_02ca13a7135ccf439555b3bffd18a936,bu4_不_Lessons1-2,6,6
0.75,1158292875,109,Stu_02ca13a7135ccf439555b3bffd18a936,ne_呢_Lessons1-2,2,2
0.75,1158292979,104,Stu_02ca13a7135ccf439555b3bffd18a936,ne_呢_Lessons1-2,3,3
0.75,1158293115,136,Stu_02ca13a7135ccf439555b3bffd18a936,ne_呢_Lessons1-2,4,4
0.75,1158817254,524139,Stu_02ca13a7135ccf439555b3bffd18a936,ne_呢_Lessons1-2,5,5
0.75,1158902724,85470,Stu_02ca13a7135ccf439555b3bffd18a936,ne_呢_Lessons1-2,6,6
0.75,1158292809,31,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,2,1
0.75,1158292940,131,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,3,2
0.75,1158293089,149,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,4,3
0.75,1158293213,124,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,5,4
0.75,1158816132,522919,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,6,5
0.75,1158902668,86536,Stu_02ca13a7135ccf439555b3bffd18a936,also_wav/Y/ye3.wav_Lessons1-2,7,6
0.75,1158293074,201,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_wav/H/hao3.wav_Lessons1-2,2,2
0.75,1158293172,98,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_wav/H/hao3.wav_Lessons1-2,3,3
0.75,1158902646,609474,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_wav/H/hao3.wav_Lessons1-2,4,4
0.75,1158292959,117,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_wav/Y/ye3.wav_Lessons1-2,2,2
0.75,1158293077,118,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_wav/Y/ye3.wav_Lessons1-2,3,3
0.75,1158293196,119,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_wav/Y/ye3.wav_Lessons1-2,4,4
0.75,1158902711,609515,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_wav/Y/ye3.wav_Lessons1-2,5,5
0.75,1158292894,113,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,2,2
0.25,1158292976,82,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,3,3
0.75,1158293018,42,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,4,3
0.75,1158293106,88,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,5,4
0.75,1158293159,53,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,6,5
0.75,1158816327,523168,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,7,6
0.75,1158902704,86377,Stu_02ca13a7135ccf439555b3bffd18a936,good_wav/H/hao3.wav_Lessons1-2,8,7
0.75,1158292881,90,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,2,2
0.75,1158292964,83,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,3,3
0.75,1158293080,116,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,4,4
0.75,1158293190,110,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,5,5
0.75,1158293385,195,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,6,6
0.75,1158817258,523873,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,7,7
0.75,1158902601,85343,Stu_02ca13a7135ccf439555b3bffd18a936,you_wav/N/ni3.wav_Lessons1-2,8,8
0.75,1158293033,129,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_wav/N/ni3.wav_Lessons1-2,2,2
0.75,1158293175,142,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_wav/N/ni3.wav_Lessons1-2,3,3
0.75,1158902551,609376,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_wav/N/ni3.wav_Lessons1-2,4,4
0.75,1158292933,127,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_也_Lessons1-2,2,2
0.75,1158293030,97,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_也_Lessons1-2,3,3
0.75,1158293149,119,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_也_Lessons1-2,4,4
0.25,1158293405,256,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_也_Lessons1-2,5,5
0.75,1158902729,609324,Stu_02ca13a7135ccf439555b3bffd18a936,ye3_也_Lessons1-2,6,5
0.75,1158292968,104,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_好_Lessons1-2,2,2
0.75,1158293123,155,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_好_Lessons1-2,3,3
0.75,1158902633,609510,Stu_02ca13a7135ccf439555b3bffd18a936,hao3_好_Lessons1-2,4,4
0.75,1158292920,116,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_你_Lessons1-2,2,2
0.75,1158293023,103,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_你_Lessons1-2,3,3
0.75,1158293141,118,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_你_Lessons1-2,4,4
0.75,1158902611,609470,Stu_02ca13a7135ccf439555b3bffd18a936,ni3_你_Lessons1-2,5,5
0.75,1158816919,129,Stu_02ca13a7135ccf439555b3bffd18a936,ask_wav/W/wen4.wav_Lessons1-2,2,2
0.75,1158817064,145,Stu_02ca13a7135ccf439555b3bffd18a936,ask_wav/W/wen4.wav_Lessons1-2,3,3
0.75,1158817166,102,Stu_02ca13a7135ccf439555b3bffd18a936,ask_wav/W/wen4.wav_Lessons1-2,4,4
0.75,1158902651,85485,Stu_02ca13a7135ccf439555b3bffd18a936,ask_wav/W/wen4.wav_Lessons1-2,5,5
0.75,1158902781,130,Stu_02ca13a7135ccf439555b3bffd18a936,ask_wav/W/wen4.wav_Lessons1-2,6,6
0.75,1158816911,146,Stu_02ca13a7135ccf439555b3bffd18a936,what_wav/S/shen2me.wav_Lessons1-2,2,2
0.75,1158817067,156,Stu_02ca13a7135ccf439555b3bffd18a936,what_wav/S/shen2me.wav_Lessons1-2,3,3
0.75,1158817224,157,Stu_02ca13a7135ccf439555b3bffd18a936,what_wav/S/shen2me.wav_Lessons1-2,4,4
0.75,1158902581,85357,Stu_02ca13a7135ccf439555b3bffd18a936,what_wav/S/shen2me.wav_Lessons1-2,5,5
0.75,1158816956,149,Stu_02ca13a7135ccf439555b3bffd18a936,she_wav/T/ta1.wav_Lessons1-2,2,2
0.75,1158817095,139,Stu_02ca13a7135ccf439555b3bffd18a936,she_wav/T/ta1.wav_Lessons1-2,3,3
0.75,1158902605,85510,Stu_02ca13a7135ccf439555b3bffd18a936,she_wav/T/ta1.wav_Lessons1-2,4,4
0.75,1158902802,197,Stu_02ca13a7135ccf439555b3bffd18a936,she_wav/T/ta1.wav_Lessons1-2,5,5
0.75,1158817157,216,Stu_02ca13a7135ccf439555b3bffd18a936,wen4_wav/W/wen4.wav_Lessons1-2,2,2
0.75,1158902702,85545,Stu_02ca13a7135ccf439555b3bffd18a936,wen4_wav/W/wen4.wav_Lessons1-2,3,3
0.75,1158817197,307,Stu_02ca13a7135ccf439555b3bffd18a936,shen2me_wav/S/shen2me.wav_Lessons1-2,2,2
0.75,1158902752,85555,Stu_02ca13a7135ccf439555b3bffd18a936,shen2me_wav/S/shen2me.wav_Lessons1-2,3,3
0.75,1158816923,194,Stu_02ca13a7135ccf439555b3bffd18a936,wen4_問_Lessons1-2,2,2
0.75,1158817143,220,Stu_02ca13a7135ccf439555b3bffd18a936,wen4_問_Lessons1-2,3,3
0.75,1158902684,85541,Stu_02ca13a7135ccf439555b3bffd18a936,wen4_問_Lessons1-2,4,4
0.75,1158817092,279,Stu_02ca13a7135ccf439555b3bffd18a936,ta1_她_Lessons1-2,2,2
0.75,1158817231,139,Stu_02ca13a7135ccf439555b3bffd18a936,ta1_她_Lessons1-2,3,3
0.75,1158902709,85478,Stu_02ca13a7135ccf439555b3bffd18a936,ta1_她_Lessons1-2,4,4
0.75,1158817072,193,Stu_02ca13a7135ccf439555b3bffd18a936,shen2me_什麼_Lessons1-2,2,2
0.75,1158902767,85695,Stu_02ca13a7135ccf439555b3bffd18a936,shen2me_什麼_Lessons1-2,3,3
0.75,1158816993,200,Stu_02ca13a7135ccf439555b3bffd18a936,name_wav/M/ming2zi.wav_Lessons1-2,2,2
0.75,1158817160,167,Stu_02ca13a7135ccf439555b3bffd18a936,name_wav/M/ming2zi.wav_Lessons1-2,3,3
0.75,1158902644,85484,Stu_02ca13a7135ccf439555b3bffd18a936,name_wav/M/ming2zi.wav_Lessons1-2,4,4
0.75,1158817080,223,Stu_02ca13a7135ccf439555b3bffd18a936,ming2zi_wav/M/ming2zi.wav_Lessons1-2,2,2
0.75,1158902778,85698,Stu_02ca13a7135ccf439555b3bffd18a936,ming2zi_wav/M/ming2zi.wav_Lessons1-2,3,3
0.75,1158817053,221,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_wav/X/xing4.wav_Lessons1-2,2,2
0.75,1158902716,85663,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_wav/X/xing4.wav_Lessons1-2,3,3
0.75,1158902839,85789,Stu_02ca13a7135ccf439555b3bffd18a936,tong2xue2_wav/T/tong2xue2.wav_Lessons1-2,2,2
0.25,1158902789,85703,Stu_02ca13a7135ccf439555b3bffd18a936,family name_wav/X/xing4.wav_Lessons1-2,2,2
0.75,1158816977,415,Stu_02ca13a7135ccf439555b3bffd18a936,classmate_wav/T/tong2xue2.wav_Lessons1-2,2,1
0.75,1158817193,216,Stu_02ca13a7135ccf439555b3bffd18a936,classmate_wav/T/tong2xue2.wav_Lessons1-2,3,2
0.75,1158902798,85605,Stu_02ca13a7135ccf439555b3bffd18a936,classmate_wav/T/tong2xue2.wav_Lessons1-2,4,3
0.75,1158817153,282,Stu_02ca13a7135ccf439555b3bffd18a936,ming2zi_名字_Lessons1-2,2,2
0.75,1158902794,85641,Stu_02ca13a7135ccf439555b3bffd18a936,ming2zi_名字_Lessons1-2,3,3
0.25,1158817022,202,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_姓_Lessons1-2,2,2
0.75,1158817076,54,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_姓_Lessons1-2,3,2
0.75,1158817229,153,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_姓_Lessons1-2,4,3
0.75,1158902749,85520,Stu_02ca13a7135ccf439555b3bffd18a936,xing4_姓_Lessons1-2,5,4
0.75,1158816949,172,Stu_02ca13a7135ccf439555b3bffd18a936,who_wav/S/shei2.wav_Lessons1-2,2,2
0.75,1158817098,149,Stu_02ca13a7135ccf439555b3bffd18a936,who_wav/S/shei2.wav_Lessons1-2,3,3
0.75,1158817205,107,Stu_02ca13a7135ccf439555b3bffd18a936,who_wav/S/shei2.wav_Lessons1-2,4,4
0.75,1158902599,85394,Stu_02ca13a7135ccf439555b3bffd18a936,who_wav/S/shei2.wav_Lessons1-2,5,5
0.75,1158817061,96,Stu_02ca13a7135ccf439555b3bffd18a936,tong2xue2_同學_Lessons1-2,2,1
