p_recall,timestamp,time_elapsed,user_id,item_id,history_seen,history_correct
0.25,1147694436,74,Stu_1119c210469d90dab7608be3eab9fb29,subject_la materia_2,2,1
0.25,1147694569,133,Stu_1119c210469d90dab7608be3eab9fb29,subject_la materia_2,3,1
0.25,1147695042,81,Stu_1119c210469d90dab7608be3eab9fb29,last name_el apellido_3,2,1
0.25,1147695153,111,Stu_1119c210469d90dab7608be3eab9fb29,last name_el apellido_3,3,1
0.75,1147695290,137,Stu_1119c210469d90dab7608be3eab9fb29,last name_el apellido_3,4,1
0.25,1147695469,179,Stu_1119c210469d90dab7608be3eab9fb29,last name_el apellido_3,5,2
0.75,1147695683,214,Stu_1119c210469d90dab7608be3eab9fb29,last name_el apellido_3,6,2
0.25,1147695812,242,Stu_1119c210469d90dab7608be3eab9fb29,sister in law_la cuñada_3,2,1
0.75,1147695776,215,Stu_1119c210469d90dab7608be3eab9fb29,wife_la esposa_3,2,1
0.25,1147695478,259,Stu_1119c210469d90dab7608be3eab9fb29,twin_la gemela_3,2,1
0.75,1147695246,20,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,2,0
0.25,1147695318,72,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,3,1
0.75,1147695394,76,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,4,1
0.25,1147695487,93,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,5,2
0.75,1147695528,41,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,6,2
0.75,1147695604,76,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,7,3
0.75,1147695752,148,Stu_1119c210469d90dab7608be3eab9fb29,stepbrother_el hermanastro_3,8,4
0.25,1147695505,253,Stu_1119c210469d90dab7608be3eab9fb29,brother_el hermano_3,2,1
0.25,1147695413,118,Stu_1119c210469d90dab7608be3eab9fb29,stepson_el hijastro_3,2,0
0.25,1147695520,107,Stu_1119c210469d90dab7608be3eab9fb29,stepson_el hijastro_3,3,0
0.75,1147695591,71,Stu_1119c210469d90dab7608be3eab9fb29,stepson_el hijastro_3,4,0
0.75,1147695796,205,Stu_1119c210469d90dab7608be3eab9fb29,stepson_el hijastro_3,5,1
0.75,1147695279,75,Stu_1119c210469d90dab7608be3eab9fb29,son_el hijo_3,2,1
0.75,1147695406,127,Stu_1119c210469d90dab7608be3eab9fb29,son_el hijo_3,3,2
0.75,1147695642,236,Stu_1119c210469d90dab7608be3eab9fb29,son_el hijo_3,4,3
0.25,1147695307,73,Stu_1119c210469d90dab7608be3eab9fb29,stepmother_la madrastra_3,2,1
0.25,1147695427,120,Stu_1119c210469d90dab7608be3eab9fb29,stepmother_la madrastra_3,3,1
0.25,1147695596,169,Stu_1119c210469d90dab7608be3eab9fb29,stepmother_la madrastra_3,4,1
0.75,1147695679,83,Stu_1119c210469d90dab7608be3eab9fb29,stepmother_la madrastra_3,5,1
0.25,1147695714,177,Stu_1119c210469d90dab7608be3eab9fb29,grandson_el nieto_3,2,0
0.75,1147695635,23,Stu_1119c210469d90dab7608be3eab9fb29,granddaughter_la nieta_3,2,0
0.25,1147695725,90,Stu_1119c210469d90dab7608be3eab9fb29,granddaughter_la nieta_3,3,1
0.25,1147695786,61,Stu_1119c210469d90dab7608be3eab9fb29,granddaughter_la nieta_3,4,1
0.25,1147695740,67,Stu_1119c210469d90dab7608be3eab9fb29,daughter in law_la nuera_3,2,1
0.25,1147695761,28,Stu_1119c210469d90dab7608be3eab9fb29,relatives_los parientes_3,2,0
0.75,1147695779,18,Stu_1119c210469d90dab7608be3eab9fb29,relatives_los parientes_3,3,0
0.75,1147695806,27,Stu_1119c210469d90dab7608be3eab9fb29,relatives_los parientes_3,4,1
0.25,1147705129,94,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,2,1
0.25,1147705236,107,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,3,1
0.25,1147705335,99,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,4,1
0.75,1147705402,67,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,5,1
0.75,1147705656,254,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,6,2
0.75,1147705731,75,Stu_1119c210469d90dab7608be3eab9fb29,to scuba dive_bucear_4,7,3
0.75,1147705112,22,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,2,0
0.75,1147705150,38,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,3,1
0.25,1147705224,74,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,4,2
0.25,1147705299,75,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,5,2
0.75,1147705344,45,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,6,2
0.75,1147705398,54,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,7,3
0.75,1147705480,82,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,8,4
0.25,1147705670,190,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,9,5
0.75,1147705727,57,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,10,5
0.75,1147705812,85,Stu_1119c210469d90dab7608be3eab9fb29,letter_una carta_4,11,6
0.75,1147705115,20,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,2,0
0.75,1147705136,21,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,3,1
0.25,1147705180,44,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,4,2
0.25,1147705215,35,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,5,2
0.25,1147705245,30,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,6,2
0.25,1147705262,17,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,7,2
0.25,1147705290,28,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,8,2
0.25,1147705317,27,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,9,2
0.75,1147705446,129,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,10,2
0.75,1147705470,24,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,11,3
0.75,1147705483,13,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,12,4
0.75,1147705501,18,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,13,5
0.25,1147705535,34,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,14,6
0.25,1147705575,40,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,15,6
0.75,1147705857,282,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,16,6
0.75,1147705871,14,Stu_1119c210469d90dab7608be3eab9fb29,to climb mountains_escalar montañas_4,17,7
0.25,1147705188,82,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,2,1
0.25,1147705308,120,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,3,1
0.75,1147705370,62,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,4,1
0.75,1147705495,125,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,5,2
0.25,1147705681,186,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,6,3
0.75,1147705804,123,Stu_1119c210469d90dab7608be3eab9fb29,to skateboard_andar en patineta_4,7,3
0.25,1147705203,31,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,2,0
0.25,1147705271,68,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,3,0
0.75,1147705429,158,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,4,0
0.75,1147705442,13,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,5,1
0.75,1147705466,24,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,6,2
0.75,1147705489,23,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,7,3
0.25,1147705548,59,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,8,4
0.25,1147705588,40,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,9,4
0.75,1147705629,41,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,10,4
0.75,1147705660,31,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,11,5
0.25,1147705691,31,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,12,6
0.75,1147705716,25,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,13,6
0.75,1147705737,21,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,14,7
0.75,1147705750,13,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,15,8
0.75,1147705783,33,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,16,9
0.25,1147705795,12,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,17,10
0.75,1147705815,20,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,18,10
0.75,1147705826,11,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,19,11
0.75,1147705838,12,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,20,12
0.75,1147705850,12,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,21,13
0.75,1147705864,14,Stu_1119c210469d90dab7608be3eab9fb29,postcard_una tarjeta postal_4,22,14
0.25,1147705452,171,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,2,0
0.75,1147705475,23,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,3,0
0.25,1147705517,42,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,4,1
0.25,1147705566,49,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,5,1
0.25,1147705603,37,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,6,1
0.25,1147705641,38,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,7,1
0.75,1147705842,201,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,8,1
0.75,1147705853,11,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,9,2
0.75,1147705867,14,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,10,3
0.25,1147705886,19,Stu_1119c210469d90dab7608be3eab9fb29,email message_un correo electrónico_4,11,4
0.25,1147705509,98,Stu_1119c210469d90dab7608be3eab9fb29,to ski_esquiar_4,2,1
0.75,1147705620,111,Stu_1119c210469d90dab7608be3eab9fb29,to ski_esquiar_4,3,1
0.25,1147705773,153,Stu_1119c210469d90dab7608be3eab9fb29,to ski_esquiar_4,4,2
0.25,1147705876,103,Stu_1119c210469d90dab7608be3eab9fb29,to ski_esquiar_4,5,2
0.75,1147706220,78,Stu_1119c210469d90dab7608be3eab9fb29,to confirm_confirmar_5,2,1
0.25,1147706344,124,Stu_1119c210469d90dab7608be3eab9fb29,to confirm_confirmar_5,3,2
0.25,1147706621,277,Stu_1119c210469d90dab7608be3eab9fb29,to confirm_confirmar_5,4,2
0.75,1147706231,86,Stu_1119c210469d90dab7608be3eab9fb29,reservation_la reservación_5,2,1
0.25,1147706359,128,Stu_1119c210469d90dab7608be3eab9fb29,reservation_la reservación_5,3,2
0.25,1147706642,283,Stu_1119c210469d90dab7608be3eab9fb29,reservation_la reservación_5,4,2
0.25,1147706276,77,Stu_1119c210469d90dab7608be3eab9fb29,to pack suitcases_hacer las maletas_5,2,1
0.25,1147706434,158,Stu_1119c210469d90dab7608be3eab9fb29,to pack suitcases_hacer las maletas_5,3,1
0.75,1147706530,96,Stu_1119c210469d90dab7608be3eab9fb29,to pack suitcases_hacer las maletas_5,4,1
0.25,1147706707,177,Stu_1119c210469d90dab7608be3eab9fb29,to pack suitcases_hacer las maletas_5,5,2
0.25,1147706311,106,Stu_1119c210469d90dab7608be3eab9fb29,to take a trip_ir de viaje_5,2,1
0.75,1147706493,182,Stu_1119c210469d90dab7608be3eab9fb29,to take a trip_ir de viaje_5,3,1
0.25,1147706730,237,Stu_1119c210469d90dab7608be3eab9fb29,to take a trip_ir de viaje_5,4,2
0.75,1147706228,14,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,2,0
0.25,1147706245,17,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,3,1
0.25,1147706267,22,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,4,1
0.25,1147706292,25,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,5,1
0.75,1147706468,176,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,6,1
0.75,1147706488,20,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,7,2
0.75,1147706498,10,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,8,3
0.75,1147706513,15,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,9,4
0.75,1147706536,23,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,10,5
0.75,1147706546,10,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,11,6
0.75,1147706604,58,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,12,7
0.25,1147706633,29,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,13,8
0.25,1147706665,32,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,14,8
0.75,1147706691,26,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,15,8
0.75,1147706720,29,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,16,9
0.75,1147706741,21,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,17,10
0.25,1147706753,12,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,18,11
0.75,1147706775,22,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,19,11
0.75,1147706784,9,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,20,12
0.75,1147706794,10,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,21,13
0.75,1147706807,13,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,22,14
0.25,1147706855,48,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,23,15
0.75,1147706878,23,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,24,15
0.25,1147706889,11,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,25,16
0.75,1147706923,34,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,26,16
0.75,1147706944,21,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,27,17
0.25,1147706982,38,Stu_1119c210469d90dab7608be3eab9fb29,to camp_acampar_5,28,18
0.25,1147706501,23,Stu_1119c210469d90dab7608be3eab9fb29,to go on vacation_ir de vacaciones_5,2,0
0.25,1147706518,17,Stu_1119c210469d90dab7608be3eab9fb29,to go on vacation_ir de vacaciones_5,3,0
0.75,1147706825,307,Stu_1119c210469d90dab7608be3eab9fb29,to go on vacation_ir de vacaciones_5,4,0
0.25,1147706846,21,Stu_1119c210469d90dab7608be3eab9fb29,to go on vacation_ir de vacaciones_5,5,1
0.25,1147706864,18,Stu_1119c210469d90dab7608be3eab9fb29,to go on vacation_ir de vacaciones_5,6,1
0.25,1147706587,37,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,2,0
0.25,1147706610,23,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,3,0
0.75,1147706821,211,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,4,0
0.75,1147706839,18,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,5,1
0.75,1147706861,22,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,6,2
0.75,1147706887,26,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,7,3
0.25,1147706929,42,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,8,4
0.25,1147706952,23,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,9,4
0.25,1147706991,39,Stu_1119c210469d90dab7608be3eab9fb29,plane_el avión_5,10,4
0.75,1147706700,132,Stu_1119c210469d90dab7608be3eab9fb29,boat_el barco_5,2,0
0.25,1147706596,105,Stu_1119c210469d90dab7608be3eab9fb29,car_el automovíl_5,2,1
0.25,1147706675,79,Stu_1119c210469d90dab7608be3eab9fb29,car_el automovíl_5,3,1
0.25,1147706724,49,Stu_1119c210469d90dab7608be3eab9fb29,car_el automovíl_5,4,1
0.25,1147706760,36,Stu_1119c210469d90dab7608be3eab9fb29,car_el automovíl_5,5,1
