,user,item,time_elapsed,outcome,schedulers,introduced,durations,timestamps
0,12.0,701.0,462,0,3.0,1497923935,15,1497924791
0,12.0,701.0,482,0,3.0,1497923935,14,1497925273
0,12.0,702.0,0,0,3.0,1497923950,5,1497923950
0,12.0,702.0,397,0,3.0,1497923950,14,1497924347
0,12.0,702.0,462,0,3.0,1497923950,15,1497924809
0,12.0,702.0,470,0,3.0,1497923950,3,1497925279
0,12.0,703.0,0,1,3.0,1497923960,3.5,1497923960
0,12.0,703.0,405,0,3.0,1497923960,14,1497924365
0,12.0,703.0,462,0,3.0,1497923960,15,1497924827
0,12.0,703.0,460,0,3.0,1497923960,4,1497925287
0,12.0,704.0,0,1,3.0,1497923970,2.5,1497923970
0,12.0,704.0,414,0,3.0,1497923970,15,1497924384
0,12.0,704.0,461,0,3.0,1497923970,15,1497924845
0,12.0,704.0,447,0,3.0,1497923970,2,1497925292
0,12.0,705.0,0,1,3.0,1497923982,4.5,1497923982
0,12.0,705.0,411,0,3.0,1497923982,6,1497924393
0,12.0,705.0,461,1,3.0,1497923982,8.5,1497924854
0,12.0,706.0,0,1,3.0,1497923994,5.5,1497923994
0,12.0,706.0,418,0,3.0,1497923994,15,1497924412
0,12.0,706.0,460,0,3.0,1497923994,14,1497924872
0,12.0,707.0,0,1,3.0,1497924005,4.5,1497924005
0,12.0,707.0,425,0,3.0,1497924005,15,1497924430
0,12.0,707.0,461,0,3.0,1497924005,15,1497924891
0,12.0,708.0,0,1,3.0,1497924020,7.5,1497924020
0,12.0,708.0,429,0,3.0,1497924020,16,1497924449
0,12.0,708.0,460,0,3.0,1497924020,15,1497924909
0,12.0,709.0,0,1,3.0,1497924030,2.5,1497924030
0,12.0,709.0,438,0,3.0,1497924030,15,1497924468
0,12.0,709.0,459,0,3.0,1497924030,15,1497924927
0,12.0,710.0,0,1,3.0,1497924043,5.5,1497924043
0,12.0,710.0,443,0,3.0,1497924043,15,1497924486
0,12.0,710.0,459,0,3.0,1497924043,15,1497924945
0,12.0,711.0,0,0,3.0,1497924058,5,1497924058
0,12.0,711.0,442,0,3.0,1497924058,11,1497924500
0,12.0,711.0,463,0,3.0,1497924058,15,1497924963
0,12.0,712.0,0,1,3.0,1497924070,4.5,1497924070
0,12.0,712.0,448,0,3.0,1497924070,15,1497924518
0,12.0,712.0,463,0,3.0,1497924070,14,1497924981
0,12.0,713.0,0,1,3.0,1497924080,2.5,1497924080
0,12.0,713.0,456,0,3.0,1497924080,15,1497924536
0,12.0,713.0,471,0,3.0,1497924080,22,1497925007
0,12.0,714.0,0,1,3.0,1497924089,2.5,1497924089
0,12.0,714.0,465,0,3.0,1497924089,14,1497924554
0,12.0,714.0,471,0,3.0,1497924089,15,1497925025
0,12.0,715.0,0,1,3.0,1497924100,4.5,1497924100
0,12.0,715.0,473,0,3.0,1497924100,15,1497924573
0,12.0,715.0,470,0,3.0,1497924100,15,1497925043
0,12.0,716.0,0,1,3.0,1497924114,7.5,1497924114
0,12.0,716.0,477,0,3.0,1497924114,15,1497924591
0,12.0,716.0,461,0,3.0,1497924114,6,1497925052
0,12.0,717.0,0,1,3.0,1497924123,1.5,1497924123
0,12.0,717.0,486,0,3.0,1497924123,15,1497924609
0,12.0,717.0,460,0,3.0,1497924123,14,1497925069
0,12.0,718.0,0,1,3.0,1497924133,2.5,1497924133
0,12.0,718.0,494,0,3.0,1497924133,15,1497924627
0,12.0,718.0,450,0,3.0,1497924133,4,1497925077
0,12.0,719.0,0,1,3.0,1497924145,4.5,1497924145
0,12.0,719.0,494,0,3.0,1497924145,8,1497924639
0,12.0,719.0,456,0,3.0,1497924145,15,1497925095
0,12.0,720.0,0,1,3.0,1497924156,3.5,1497924156
0,12.0,720.0,499,1,3.0,1497924156,15.5,1497924655
