,user,item,time_elapsed,outcome,schedulers,introduced,durations,timestamps
0,1.0,21.0,,,1.0,,,
0,1.0,22.0,,,1.0,,,
0,1.0,23.0,0,1,1.0,1497922686,4.5,1497922686
0,1.0,23.0,58,0,1.0,1497922686,15,1497922744
0,1.0,23.0,115,1,1.0,1497922686,4.5,1497922859
0,1.0,23.0,170,1,1.0,1497922686,5.5,1497923029
0,1.0,23.0,244,1,1.0,1497922686,5.5,1497923273
0,1.0,23.0,273,1,1.0,1497922686,3.5,1497923546
0,1.0,24.0,,,1.0,,,
0,1.0,25.0,0,1,1.0,1497922548,7.5,1497922548
0,1.0,25.0,69,1,1.0,1497922548,9.5,1497922617
0,1.0,25.0,225,0,1.0,1497922548,10,1497922842
0,1.0,25.0,132,1,1.0,1497922548,8.5,1497922974
0,1.0,25.0,188,1,1.0,1497922548,7.5,1497923162
0,1.0,25.0,230,1,1.0,1497922548,10.5,1497923392
0,1.0,25.0,191,1,1.0,1497922548,5.5,1497923583
0,1.0,26.0,0,0,1.0,1497922965,15,1497922965
0,1.0,26.0,93,1,1.0,1497922965,11.5,1497923058
0,1.0,26.0,126,1,1.0,1497922965,9.5,1497923184
0,1.0,26.0,188,0,1.0,1497922965,9,1497923372
0,1.0,26.0,120,1,1.0,1497922965,8.5,1497923492
0,1.0,27.0,,,1.0,,,
0,1.0,28.0,,,1.0,,,
0,1.0,29.0,0,1,1.0,1497922582,12.5,1497922582
0,1.0,29.0,56,1,1.0,1497922582,10.5,1497922638
0,1.0,29.0,216,0,1.0,1497922582,9,1497922854
0,1.0,29.0,169,1,1.0,1497922582,8.5,1497923023
0,1.0,29.0,205,0,1.0,1497922582,11,1497923228
0,1.0,29.0,117,0,1.0,1497922582,5,1497923345
0,1.0,29.0,86,0,1.0,1497922582,9,1497923431
0,1.0,29.0,75,0,1.0,1497922582,11,1497923506
0,1.0,29.0,58,1,1.0,1497922582,10.5,1497923564
0,1.0,30.0,0,1,1.0,1497922650,4.5,1497922650
0,1.0,30.0,52,1,1.0,1497922650,6.5,1497922702
0,1.0,30.0,212,1,1.0,1497922650,4.5,1497922914
0,1.0,30.0,259,1,1.0,1497922650,3.5,1497923173
0,1.0,30.0,293,1,1.0,1497922650,4.5,1497923466
0,1.0,31.0,0,1,3.0,1497923751,6.5,1497923751
0,1.0,31.0,394,0,3.0,1497923751,11,1497924145
0,1.0,31.0,450,0,3.0,1497923751,7,1497924595
0,1.0,31.0,348,1,3.0,1497923751,8.5,1497924943
0,1.0,32.0,0,1,3.0,1497923762,3.5,1497923762
0,1.0,32.0,400,0,3.0,1497923762,13,1497924162
0,1.0,32.0,446,0,3.0,1497923762,9,1497924608
0,1.0,32.0,343,1,3.0,1497923762,7.5,1497924951
0,1.0,33.0,0,1,3.0,1497923776,6.5,1497923776
0,1.0,33.0,399,0,3.0,1497923776,10,1497924175
0,1.0,33.0,450,0,3.0,1497923776,14,1497924625
0,1.0,33.0,338,0,3.0,1497923776,8,1497924963
0,1.0,34.0,0,1,3.0,1497923787,3.5,1497923787
0,1.0,34.0,398,0,3.0,1497923787,6,1497924185
0,1.0,34.0,449,0,3.0,1497923787,6,1497924634
0,1.0,34.0,337,0,3.0,1497923787,4,1497924971
0,1.0,35.0,0,1,3.0,1497923798,3.5,1497923798
0,1.0,35.0,405,0,3.0,1497923798,15,1497924203
0,1.0,35.0,441,0,3.0,1497923798,7,1497924644
0,1.0,35.0,345,0,3.0,1497923798,14,1497924989
0,1.0,36.0,0,1,3.0,1497923811,4.5,1497923811
0,1.0,36.0,407,0,3.0,1497923811,12,1497924218
0,1.0,36.0,436,1,3.0,1497923811,8.5,1497924654
0,1.0,36.0,352,1,3.0,1497923811,16.5,1497925006
0,1.0,37.0,0,0,3.0,1497923830,9,1497923830
0,1.0,37.0,400,1,3.0,1497923830,11.5,1497924230
0,1.0,37.0,437,0,3.0,1497923830,10,1497924667
0,1.0,37.0,348,0,3.0,1497923830,6,1497925015
0,1.0,38.0,0,1,3.0,1497923841,3.5,1497923841
0,1.0,38.0,399,0,3.0,1497923841,7,1497924240
0,1.0,38.0,442,0,3.0,1497923841,12,1497924682
0,1.0,38.0,338,0,3.0,1497923841,2,1497925020
0,1.0,38.0,1,0,3.0,1497923841,3,1497925021
0,1.0,39.0,0,1,3.0,1497923853,4.5,1497923853
0,1.0,39.0,398,1,3.0,1497923853,10.5,1497924251
0,1.0,39.0,441,0,3.0,1497923853,6,1497924692
0,1.0,39.0,337,1,3.0,1497923853,7.5,1497925029
0,1.0,40.0,0,1,3.0,1497923864,3.5,1497923864
0,1.0,40.0,403,0,3.0,1497923864,13,1497924267
0,1.0,40.0,439,0,3.0,1497923864,10,1497924706
0,1.0,40.0,0,0,3.0,1497923864,10,1497924706
0,1.0,40.0,342,0,3.0,1497923864,15,1497925048
0,1.0,41.0,0,0,3.0,1497923882,8,1497923882
0,1.0,41.0,397,0,3.0,1497923882,9,1497924279
0,1.0,41.0,445,0,3.0,1497923882,14,1497924724
0,1.0,42.0,0,1,3.0,1497923894,3.5,1497923894
0,1.0,42.0,398,0,3.0,1497923894,10,1497924292
0,1.0,42.0,443,0,3.0,1497923894,7,1497924735
0,1.0,43.0,0,1,3.0,1497923905,3.5,1497923905
0,1.0,43.0,405,0,3.0,1497923905,15,1497924310
0,1.0,43.0,434,0,3.0,1497923905,6,1497924744
0,1.0,44.0,0,1,3.0,1497923915,3.5,1497923915
0,1.0,44.0,407,0,3.0,1497923915,9,1497924322
0,1.0,44.0,428,0,3.0,1497923915,2,1497924750
0,1.0,44.0,1,0,3.0,1497923915,3,1497924751
0,1.0,45.0,0,1,3.0,1497923927,4.5,1497923927
0,1.0,45.0,413,0,3.0,1497923927,15,1497924340
0,1.0,46.0,0,1,3.0,1497923943,8.5,1497923943
0,1.0,46.0,408,0,3.0,1497923943,8,1497924351
0,1.0,46.0,409,0,3.0,1497923943,5,1497924760
0,1.0,47.0,0,1,3.0,1497923955,4.5,1497923955
0,1.0,47.0,413,0,3.0,1497923955,13,1497924368
0,1.0,47.0,411,0,3.0,1497923955,15,1497924779
0,1.0,48.0,0,0,3.0,1497923980,15,1497923980
0,1.0,48.0,405,0,3.0,1497923980,14,1497924385
0,1.0,48.0,402,0,3.0,1497923980,5,1497924787
0,1.0,49.0,0,1,3.0,1497923994,6.5,1497923994
0,1.0,49.0,402,0,3.0,1497923994,7,1497924396
0,1.0,49.0,400,0,3.0,1497923994,5,1497924796
0,1.0,50.0,0,1,3.0,1497924006,4.5,1497924006
0,1.0,50.0,408,0,3.0,1497924006,15,1497924414
0,1.0,50.0,395,0,3.0,1497924006,10,1497924809
0,1.0,50.0,1,0,3.0,1497924006,11,1497924810
0,1.0,51.0,0,1,3.0,1497924020,6.5,1497924020
0,1.0,51.0,413,0,3.0,1497924020,15,1497924433
0,1.0,51.0,395,0,3.0,1497924020,15,1497924828
0,1.0,52.0,0,1,3.0,1497924031,3.5,1497924031
0,1.0,52.0,420,0,3.0,1497924031,15,1497924451
0,1.0,52.0,387,0,3.0,1497924031,7,1497924838
0,1.0,53.0,0,1,3.0,1497924043,4.5,1497924043
0,1.0,53.0,427,0,3.0,1497924043,16,1497924470
0,1.0,53.0,377,0,3.0,1497924043,6,1497924847
0,1.0,54.0,0,1,3.0,1497924056,6.5,1497924056
0,1.0,54.0,432,0,3.0,1497924056,15,1497924488
0,1.0,54.0,373,0,3.0,1497924056,11,1497924861
0,1.0,54.0,1,0,3.0,1497924056,12,1497924862
0,1.0,55.0,0,0,3.0,1497924072,6,1497924072
0,1.0,55.0,0,0,3.0,1497924072,6,1497924072
0,1.0,55.0,429,0,3.0,1497924072,10,1497924501
0,1.0,55.0,375,0,3.0,1497924072,11,1497924876
0,1.0,56.0,0,1,3.0,1497924087,6.5,1497924087
0,1.0,56.0,433,0,3.0,1497924087,15,1497924520
0,1.0,56.0,364,0,3.0,1497924087,5,1497924884
0,1.0,57.0,0,1,3.0,1497924097,2.5,1497924097
0,1.0,57.0,439,0,3.0,1497924097,13,1497924536
0,1.0,57.0,366,0,3.0,1497924097,14,1497924902
0,1.0,58.0,0,1,3.0,1497924108,3.5,1497924108
0,1.0,58.0,446,0,3.0,1497924108,15,1497924554
0,1.0,58.0,357,0,3.0,1497924108,6,1497924911
0,1.0,59.0,0,1,3.0,1497924120,4.5,1497924120
0,1.0,59.0,451,0,3.0,1497924120,14,1497924571
0,1.0,59.0,349,0,3.0,1497924120,5,1497924920
0,1.0,60.0,0,1,3.0,1497924131,3.5,1497924131
0,1.0,60.0,453,0,3.0,1497924131,10,1497924584
0,1.0,60.0,350,0,3.0,1497924131,10,1497924934
0,2.0,61.0,,,1.0,,,
0,2.0,62.0,0,1,1.0,1497923497,4.5,1497923497
0,2.0,62.0,63,1,1.0,1497923497,9.5,1497923560
0,2.0,63.0,,,1.0,,,
0,2.0,64.0,,,1.0,,,
0,2.0,65.0,0,1,1.0,1497922602,7.5,1497922602
0,2.0,65.0,67,0,1.0,1497922602,15,1497922669
0,2.0,65.0,106,0,1.0,1497922602,5,1497922775
0,2.0,65.0,107,0,1.0,1497922602,5,1497922882
0,2.0,65.0,82,1,1.0,1497922602,11.5,1497922964
0,2.0,65.0,113,1,1.0,1497922602,8.5,1497923077
0,2.0,65.0,131,1,1.0,1497922602,12.5,1497923208
0,2.0,65.0,203,0,1.0,1497922602,8,1497923411
0,2.0,65.0,104,1,1.0,1497922602,10.5,1497923515
0,2.0,66.0,0,1,1.0,1497923290,3.5,1497923290
0,2.0,66.0,58,0,1.0,1497923290,10,1497923348
0,2.0,66.0,108,1,1.0,1497923290,9.5,1497923456
0,2.0,66.0,161,1,1.0,1497923290,9.5,1497923617
0,2.0,67.0,0,0,1.0,1497922457,7,1497922457
0,2.0,67.0,79,0,1.0,1497922457,15,1497922536
0,2.0,67.0,51,1,1.0,1497922457,6.5,1497922587
0,2.0,67.0,135,1,1.0,1497922457,8.5,1497922722
0,2.0,67.0,189,0,1.0,1497922457,7,1497922911
0,2.0,67.0,122,0,1.0,1497922457,13,1497923033
0,2.0,67.0,103,1,1.0,1497922457,4.5,1497923136
0,2.0,67.0,118,1,1.0,1497922457,6.5,1497923254
0,2.0,67.0,163,1,1.0,1497922457,5.5,1497923417
0,2.0,67.0,164,1,1.0,1497922457,5.5,1497923581
0,2.0,68.0,,,1.0,,,
0,2.0,69.0,,,1.0,,,
0,2.0,70.0,,,1.0,,,
0,2.0,71.0,,,1.0,,,
0,2.0,72.0,0,0,1.0,1497922790,4,1497922790
0,2.0,72.0,74,0,1.0,1497922790,10,1497922864
0,2.0,72.0,64,1,1.0,1497922790,5.5,1497922928
0,2.0,72.0,122,1,1.0,1497922790,9.5,1497923050
0,2.0,72.0,129,1,1.0,1497922790,5.5,1497923179
0,2.0,72.0,211,1,1.0,1497922790,11.5,1497923390
0,2.0,72.0,204,1,1.0,1497922790,12.5,1497923594
0,2.0,73.0,0,1,1.0,1497922744,4.5,1497922744
0,2.0,73.0,64,1,1.0,1497922744,3.5,1497922808
0,2.0,73.0,209,1,1.0,1497922744,5.5,1497923017
0,2.0,73.0,250,0,1.0,1497922744,10,1497923267
0,2.0,73.0,153,1,1.0,1497922744,2.5,1497923420
0,2.0,73.0,187,1,1.0,1497922744,3.5,1497923607
0,2.0,74.0,0,1,1.0,1497923305,7.5,1497923305
0,2.0,74.0,65,1,1.0,1497923305,11.5,1497923370
0,2.0,74.0,205,1,1.0,1497923305,6.5,1497923575
0,2.0,75.0,,,1.0,,,
0,2.0,76.0,,,1.0,,,
0,2.0,77.0,,,1.0,,,
0,2.0,78.0,0,1,1.0,1497923195,8.5,1497923195
0,2.0,78.0,52,1,1.0,1497923195,4.5,1497923247
0,2.0,78.0,199,1,1.0,1497923195,4.5,1497923446
0,2.0,79.0,,,1.0,,,
0,2.0,80.0,,,1.0,,,
0,2.0,81.0,,,1.0,,,
0,2.0,82.0,0,0,1.0,1497922502,11,1497922502
0,2.0,82.0,56,0,1.0,1497922502,5,1497922558
0,2.0,82.0,71,0,1.0,1497922502,8,1497922629
0,2.0,82.0,84,1,1.0,1497922502,7.5,1497922713
0,2.0,82.0,122,1,1.0,1497922502,7.5,1497922835
0,2.0,82.0,154,1,1.0,1497922502,6.5,1497922989
0,2.0,82.0,158,1,1.0,1497922502,9.5,1497923147
0,2.0,82.0,188,1,1.0,1497922502,5.5,1497923335
0,2.0,82.0,202,1,1.0,1497922502,11.5,1497923537
0,2.0,83.0,,,1.0,,,
0,2.0,84.0,,,1.0,,,
0,2.0,85.0,0,1,1.0,1497922518,9.5,1497922518
0,2.0,85.0,49,0,1.0,1497922518,5,1497922567
0,2.0,85.0,120,0,1.0,1497922518,15,1497922687
0,2.0,85.0,80,0,1.0,1497922518,5,1497922767
0,2.0,85.0,76,0,1.0,1497922518,5,1497922843
0,2.0,85.0,79,0,1.0,1497922518,8,1497922922
0,2.0,85.0,60,0,1.0,1497922518,15,1497922982
0,2.0,85.0,58,1,1.0,1497922518,5.5,1497923040
0,2.0,85.0,91,1,1.0,1497922518,8.5,1497923131
0,2.0,85.0,111,1,1.0,1497922518,6.5,1497923242
0,2.0,85.0,136,1,1.0,1497922518,7.5,1497923378
0,2.0,85.0,126,1,1.0,1497922518,6.5,1497923504
0,2.0,86.0,0,0,1.0,1497922482,15,1497922482
0,2.0,86.0,68,0,1.0,1497922482,11,1497922550
0,2.0,86.0,68,0,1.0,1497922482,13,1497922618
0,2.0,86.0,87,0,1.0,1497922482,15,1497922705
0,2.0,86.0,53,0,1.0,1497922482,11,1497922758
0,2.0,86.0,68,0,1.0,1497922482,14,1497922826
0,2.0,86.0,74,0,1.0,1497922482,14,1497922900
0,2.0,86.0,52,0,1.0,1497922482,8,1497922952
0,2.0,86.0,59,1,1.0,1497922482,11.5,1497923011
0,2.0,86.0,84,0,1.0,1497922482,14,1497923095
0,2.0,86.0,71,0,1.0,1497922482,15,1497923166
0,2.0,86.0,69,1,1.0,1497922482,10.5,1497923235
0,2.0,86.0,94,1,1.0,1497922482,14.5,1497923329
0,2.0,86.0,104,1,1.0,1497922482,11.5,1497923433
0,2.0,86.0,117,1,1.0,1497922482,12.5,1497923550
0,2.0,87.0,0,0,1.0,1497922651,6,1497922651
0,2.0,87.0,82,0,1.0,1497922651,8,1497922733
0,2.0,87.0,71,0,1.0,1497922651,11,1497922804
0,2.0,87.0,69,0,1.0,1497922651,6,1497922873
0,2.0,87.0,68,0,1.0,1497922651,10,1497922941
0,2.0,87.0,58,0,1.0,1497922651,7,1497922999
0,2.0,87.0,69,0,1.0,1497922651,15,1497923068
0,2.0,87.0,54,0,1.0,1497922651,11,1497923122
0,2.0,87.0,50,0,1.0,1497922651,3,1497923172
0,2.0,87.0,52,0,1.0,1497922651,13,1497923224
0,2.0,87.0,49,0,1.0,1497922651,3,1497923273
0,2.0,87.0,41,0,1.0,1497922651,5,1497923314
0,2.0,87.0,44,0,1.0,1497922651,7,1497923358
0,2.0,87.0,42,0,1.0,1497922651,7,1497923400
0,2.0,87.0,41,0,1.0,1497922651,5,1497923441
0,2.0,87.0,45,0,1.0,1497922651,15,1497923486
0,2.0,87.0,38,0,1.0,1497922651,6,1497923524
0,2.0,87.0,44,0,1.0,1497922651,5,1497923568
0,2.0,87.0,35,0,1.0,1497922651,5,1497923603
0,2.0,88.0,,,1.0,,,
0,2.0,89.0,,,1.0,,,
0,2.0,90.0,0,1,1.0,1497922579,5.5,1497922579
0,2.0,90.0,56,1,1.0,1497922579,5.5,1497922635
0,2.0,90.0,216,1,1.0,1497922579,6.5,1497922851
0,2.0,90.0,257,0,1.0,1497922579,9,1497923108
0,2.0,90.0,171,1,1.0,1497922579,4.5,1497923279
0,2.0,90.0,189,1,1.0,1497922579,11.5,1497923468
0,2.0,91.0,0,1,3.0,1497923715,5.5,1497923715
0,2.0,91.0,400,0,3.0,1497923715,13,1497924115
0,2.0,91.0,303,0,3.0,1497923715,10,1497924418
0,2.0,91.0,302,1,3.0,1497923715,5.5,1497924720
0,2.0,92.0,0,1,3.0,1497923726,3.5,1497923726
0,2.0,92.0,399,0,3.0,1497923726,6,1497924125
0,2.0,92.0,303,0,3.0,1497923726,7,1497924428
0,2.0,92.0,300,1,3.0,1497923726,6.5,1497924728
0,2.0,93.0,0,1,3.0,1497923737,3.5,1497923737
0,2.0,93.0,403,0,3.0,1497923737,12,1497924140
0,2.0,93.0,298,0,3.0,1497923737,7,1497924438
0,2.0,93.0,304,0,3.0,1497923737,10,1497924742
0,2.0,94.0,0,1,3.0,1497923750,5.5,1497923750
0,2.0,94.0,397,0,3.0,1497923750,3,1497924147
0,2.0,94.0,299,0,3.0,1497923750,4,1497924446
0,2.0,94.0,302,0,3.0,1497923750,3,1497924748
0,2.0,95.0,0,1,3.0,1497923760,2.5,1497923760
0,2.0,95.0,394,0,3.0,1497923760,3,1497924154
0,2.0,95.0,300,0,3.0,1497923760,4,1497924454
0,2.0,95.0,312,0,3.0,1497923760,15,1497924766
0,2.0,96.0,0,1,3.0,1497923777,9.5,1497923777
0,2.0,96.0,387,0,3.0,1497923777,7,1497924164
0,2.0,96.0,307,0,3.0,1497923777,14,1497924471
0,2.0,96.0,302,0,3.0,1497923777,4,1497924773
0,2.0,97.0,0,0,3.0,1497923794,8,1497923794
0,2.0,97.0,378,0,3.0,1497923794,5,1497924172
0,2.0,97.0,309,1,3.0,1497923794,9.5,1497924481
0,2.0,97.0,307,1,3.0,1497923794,13.5,1497924788
0,2.0,98.0,0,1,3.0,1497923807,5.5,1497923807
0,2.0,98.0,378,0,3.0,1497923807,10,1497924185
0,2.0,98.0,314,0,3.0,1497923807,14,1497924499
0,2.0,98.0,297,0,3.0,1497923807,5,1497924796
0,2.0,99.0,0,1,3.0,1497923819,5.5,1497923819
0,2.0,99.0,378,0,3.0,1497923819,8,1497924197
0,2.0,99.0,310,1,3.0,1497923819,7.5,1497924507
0,2.0,99.0,300,1,3.0,1497923819,9.5,1497924807
0,2.0,100.0,0,1,3.0,1497923831,4.5,1497923831
0,2.0,100.0,374,0,3.0,1497923831,4,1497924205
0,2.0,100.0,321,0,3.0,1497923831,15,1497924526
0,2.0,100.0,292,0,3.0,1497923831,7,1497924818
0,2.0,101.0,0,0,3.0,1497923845,5,1497923845
0,2.0,101.0,369,0,3.0,1497923845,5,1497924214
0,2.0,101.0,318,0,3.0,1497923845,3,1497924532
0,2.0,101.0,294,0,3.0,1497923845,5,1497924826
0,2.0,102.0,0,1,3.0,1497923860,7.5,1497923860
0,2.0,102.0,366,0,3.0,1497923860,8,1497924226
0,2.0,102.0,314,0,3.0,1497923860,5,1497924540
0,2.0,102.0,292,1,3.0,1497923860,4.5,1497924832
0,2.0,103.0,0,1,3.0,1497923872,4.5,1497923872
0,2.0,103.0,365,0,3.0,1497923872,8,1497924237
0,2.0,103.0,312,0,3.0,1497923872,6,1497924549
0,2.0,103.0,290,0,3.0,1497923872,4,1497924839
0,2.0,104.0,0,1,3.0,1497923884,4.5,1497923884
0,2.0,104.0,363,0,3.0,1497923884,6,1497924247
0,2.0,104.0,310,0,3.0,1497923884,5,1497924557
0,2.0,104.0,297,0,3.0,1497923884,12,1497924854
0,2.0,105.0,0,1,3.0,1497923896,4.5,1497923896
0,2.0,105.0,360,0,3.0,1497923896,6,1497924256
0,2.0,105.0,310,0,3.0,1497923896,6,1497924566
0,2.0,105.0,299,0,3.0,1497923896,8,1497924865
0,2.0,106.0,0,1,3.0,1497923908,5.5,1497923908
0,2.0,106.0,356,0,3.0,1497923908,4,1497924264
0,2.0,106.0,311,0,3.0,1497923908,6,1497924575
0,2.0,107.0,0,1,3.0,1497923920,4.5,1497923920
0,2.0,107.0,351,0,3.0,1497923920,3,1497924271
0,2.0,107.0,312,0,3.0,1497923920,5,1497924583
0,2.0,108.0,0,1,3.0,1497923938,10.5,1497923938
0,2.0,108.0,341,0,3.0,1497923938,4,1497924279
0,2.0,108.0,314,0,3.0,1497923938,7,1497924593
0,2.0,109.0,0,1,3.0,1497923949,3.5,1497923949
0,2.0,109.0,338,0,3.0,1497923949,5,1497924287
0,2.0,109.0,313,0,3.0,1497923949,4,1497924600
0,2.0,110.0,0,1,3.0,1497923963,7.5,1497923963
0,2.0,110.0,331,0,3.0,1497923963,3,1497924294
0,2.0,110.0,313,0,3.0,1497923963,4,1497924607
0,2.0,111.0,0,1,3.0,1497923978,7.5,1497923978
0,2.0,111.0,333,0,3.0,1497923978,14,1497924311
0,2.0,111.0,303,0,3.0,1497923978,3,1497924614
0,2.0,112.0,0,1,3.0,1497923990,5.5,1497923990
0,2.0,112.0,330,0,3.0,1497923990,5,1497924320
0,2.0,112.0,302,0,3.0,1497923990,5,1497924622
0,2.0,113.0,0,0,3.0,1497924003,3,1497924003
0,2.0,113.0,325,0,3.0,1497924003,4,1497924328
0,2.0,113.0,304,0,3.0,1497924003,6,1497924632
0,2.0,114.0,0,1,3.0,1497924015,4.5,1497924015
0,2.0,114.0,324,0,3.0,1497924015,7,1497924339
0,2.0,114.0,302,0,3.0,1497924015,6,1497924641
0,2.0,115.0,0,1,3.0,1497924031,9.5,1497924031
0,2.0,115.0,319,0,3.0,1497924031,7,1497924350
0,2.0,115.0,308,0,3.0,1497924031,13,1497924658
0,2.0,116.0,0,1,3.0,1497924043,4.5,1497924043
0,2.0,116.0,317,0,3.0,1497924043,7,1497924360
0,2.0,116.0,308,0,3.0,1497924043,7,1497924668
0,2.0,117.0,0,1,3.0,1497924054,3.5,1497924054
0,2.0,117.0,312,0,3.0,1497924054,2,1497924366
0,2.0,117.0,314,1,3.0,1497924054,10.5,1497924680
0,2.0,118.0,0,1,3.0,1497924065,3.5,1497924065
0,2.0,118.0,319,0,3.0,1497924065,14,1497924384
0,2.0,118.0,307,0,3.0,1497924065,7,1497924691
0,2.0,119.0,0,1,3.0,1497924079,6.5,1497924079
0,2.0,119.0,316,0,3.0,1497924079,8,1497924395
0,2.0,119.0,311,0,3.0,1497924079,12,1497924706
0,2.0,120.0,0,1,3.0,1497924098,11.5,1497924098
0,2.0,120.0,306,0,3.0,1497924098,5,1497924404
0,2.0,120.0,310,0,3.0,1497924098,4,1497924714
0,3.0,121.0,0,1,1.0,1497922960,4.5,1497922960
0,3.0,121.0,60,0,1.0,1497922960,2,1497923020
0,3.0,121.0,107,0,1.0,1497922960,10,1497923127
0,3.0,121.0,69,1,1.0,1497922960,4.5,1497923196
0,3.0,122.0,0,1,1.0,1497922900,3.5,1497922900
0,3.0,122.0,48,1,1.0,1497922900,4.5,1497922948
0,3.0,122.0,187,1,1.0,1497922900,4.5,1497923135
0,3.0,123.0,0,1,1.0,1497922641,3.5,1497922641
0,3.0,123.0,52,0,1.0,1497922641,4,1497922693
0,3.0,123.0,98,1,1.0,1497922641,11.5,1497922791
