Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
34	Leitner	1_11	Unit 12	To_be_healed	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	3	0.7160	Single-KC	34	0.7390	KC10	3	0.7160
35	Leitner	1_11	Unit 12	To_be_healed	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	4	0.7160	Single-KC	35	0.7390	KC10	4	0.7160
36	Leitner	1_11	Unit 12	To_be_healed	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_be_healed	5	0.7160	Single-KC	36	0.7390	KC10	5	0.7160
37	Leitner	1_11	Unit 12	To_be_healed	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	6	0.7160	Single-KC	37	0.7390	KC10	6	0.7160
38	Leitner	1_11	Unit 12	To_be_healed	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	7	0.7160	Single-KC	38	0.7390	KC10	7	0.7160
39	Leitner	1_11	Unit 12	To_be_healed	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	8	0.7160	Single-KC	39	0.7390	KC10	8	0.7160
40	Leitner	1_11	Unit 12	To_be_healed	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	9	0.7160	Single-KC	40	0.7390	KC10	9	0.7160
41	Leitner	1_11	Unit 12	To_proceed	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_proceed	2	0.6651	Single-KC	41	0.7390	KC26	2	0.6651
42	Leitner	1_11	Unit 12	To_proceed	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_proceed	3	0.6614	Single-KC	42	0.7390	KC26	3	0.6614
43	Leitner	1_11	Unit 12	To_proceed	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_proceed	4	0.6576	Single-KC	43	0.7390	KC26	4	0.6576
44	Leitner	1_11	Unit 12	To_proceed	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_proceed	5	0.6539	Single-KC	44	0.7390	KC26	5	0.6539
45	Leitner	1_11	Unit 12	To_proceed	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_proceed	6	0.6501	Single-KC	45	0.7390	KC26	6	0.6501
46	Leitner	1_11	Unit 12	To_proceed	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_proceed	7	0.6464	Single-KC	46	0.7390	KC26	7	0.6463
47	Leitner	1_11	Unit 12	Conservation	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Conservation	2	0.5813	Single-KC	47	0.7390	KC33	2	0.5813
48	Leitner	1_11	Unit 12	Conservation	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Conservation	3	0.5813	Single-KC	48	0.7390	KC33	3	0.5813
49	Leitner	1_11	Unit 12	Conservation	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Conservation	4	0.5813	Single-KC	49	0.7390	KC33	4	0.5813
50	Leitner	1_11	Unit 12	Being_left_out	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	2	0.8838	Single-KC	50	0.7390	KC59	2	0.8837
51	Leitner	1_11	Unit 12	Being_left_out	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	3	0.8838	Single-KC	51	0.7390	KC59	3	0.8837
52	Leitner	1_11	Unit 12	Being_left_out	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	4	0.8838	Single-KC	52	0.7390	KC59	4	0.8837
53	Leitner	1_11	Unit 12	Being_left_out	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	5	0.8838	Single-KC	53	0.7390	KC59	5	0.8837
54	Leitner	1_11	Unit 12	Being_left_out	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	6	0.8838	Single-KC	54	0.7390	KC59	6	0.8837
55	Leitner	1_11	Unit 12	Being_left_out	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	7	0.8838	Single-KC	55	0.7390	KC59	7	0.8837
56	Leitner	1_11	Unit 12	Being_left_out	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	8	0.8838	Single-KC	56	0.7390	KC59	8	0.8837
57	Leitner	1_11	Unit 12	Being_left_out	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	9	0.8838	Single-KC	57	0.7390	KC59	9	0.8837
58	Leitner	1_11	Unit 12	Being_left_out	10	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	10	0.8838	Single-KC	58	0.7390	KC59	10	0.8837
59	Leitner	1_11	Unit 12	Being_left_out	11	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	11	0.8838	Single-KC	59	0.7390	KC59	11	0.8837
60	Leitner	1_11	Unit 12	Being_left_out	12	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	12	0.8838	Single-KC	60	0.7390	KC59	12	0.8837
61	Leitner	1_11	Unit 12	Co2	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Co2	2	0.6244	Single-KC	61	0.7390	KC20	2	0.6244
62	Leitner	1_11	Unit 12	Co2	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Co2	3	0.6244	Single-KC	62	0.7390	KC20	3	0.6244
63	Leitner	1_11	Unit 12	Co2	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Co2	4	0.6244	Single-KC	63	0.7390	KC20	4	0.6244
64	Leitner	1_11	Unit 12	Co2	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Co2	5	0.6244	Single-KC	64	0.7390	KC20	5	0.6244
65	Leitner	1_11	Unit 12	Ageing_society	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Ageing_society	1	0.5904	Single-KC	65	0.7390	KC43	1	0.5904
66	Leitner	1_11	Unit 12	Ageing_society	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Ageing_society	2	0.5904	Single-KC	66	0.7390	KC43	2	0.5904
67	Leitner	1_11	Unit 12	Ageing_society	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Ageing_society	3	0.5904	Single-KC	67	0.7390	KC43	3	0.5904
68	Leitner	1_11	Unit 12	Average	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Average	1	0.7204	Single-KC	68	0.7390	KC31	1	0.7204
69	Leitner	1_11	Unit 12	Average	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Average	2	0.7204	Single-KC	69	0.7390	KC31	2	0.7204
70	Leitner	1_11	Unit 12	Average	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Average	3	0.7204	Single-KC	70	0.7390	KC31	3	0.7204
71	Leitner	1_11	Unit 12	Average	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Average	4	0.7204	Single-KC	71	0.7390	KC31	4	0.7204
72	Leitner	1_11	Unit 12	Atomic_energy	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Atomic_energy	1	0.8085	Single-KC	72	0.7390	KC22	1	0.8085
73	Leitner	1_11	Unit 12	Atomic_energy	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Atomic_energy	2	0.8085	Single-KC	73	0.7390	KC22	2	0.8085
74	Leitner	1_11	Unit 12	Atomic_energy	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Atomic_energy	3	0.8085	Single-KC	74	0.7390	KC22	3	0.8085
75	Leitner	1_11	Unit 12	Atomic_energy	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Atomic_energy	4	0.8085	Single-KC	75	0.7390	KC22	4	0.8085
76	Leitner	1_11	Unit 12	Atomic_energy	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Atomic_energy	5	0.8085	Single-KC	76	0.7390	KC22	5	0.8085
77	Leitner	1_11	Unit 12	Atomic_energy	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	Atomic_energy	6	0.8085	Single-KC	77	0.7390	KC22	6	0.8085
78	Leitner	1_11	Unit 12	To_lose	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	2	0.7561	Single-KC	78	0.7390	KC2	2	0.7562
79	Leitner	1_11	Unit 12	To_lose	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	3	0.7561	Single-KC	79	0.7390	KC2	3	0.7562
80	Leitner	1_11	Unit 12	To_lose	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	leitner_2 (2_2)	To_lose	4	0.7561	Single-KC	80	0.7390	KC2	4	0.7562
81	Leitner	1_11	Unit 12	To_lose	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	5	0.7561	Single-KC	81	0.7390	KC2	5	0.7562
82	Leitner	1_11	Unit 12	To_lose	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	6	0.7561	Single-KC	82	0.7390	KC2	6	0.7562
83	Leitner	1_11	Unit 12	To_lose	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	7	0.7561	Single-KC	83	0.7390	KC2	7	0.7562
84	Leitner	1_11	Unit 12	To_lose	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	8	0.7561	Single-KC	84	0.7390	KC2	8	0.7562
85	Leitner	1_11	Unit 12	To_lose	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_lose	9	0.7561	Single-KC	85	0.7390	KC2	9	0.7562
86	Leitner	1_11	Unit 12	To_protect	10	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.25	.	0.25	incorrect	1	0	0	leitner_2 (2_2)	To_protect	10	0.7493	Single-KC	86	0.7390	KC38	10	0.7493
87	Leitner	1_11	Unit 12	To_protect	11	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.25	.	0.25	incorrect	1	0	0	leitner_2 (2_2)	To_protect	11	0.7493	Single-KC	87	0.7390	KC38	11	0.7493
88	Leitner	1_11	Unit 12	To_protect	12	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.25	.	0.25	incorrect	1	0	0	leitner_2 (2_2)	To_protect	12	0.7493	Single-KC	88	0.7390	KC38	12	0.7493
89	Leitner	1_11	Unit 12	To_protect	13	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.25	.	0.25	incorrect	1	0	0	leitner_2 (2_2)	To_protect	13	0.7493	Single-KC	89	0.7390	KC38	13	0.7493
90	Leitner	1_11	Unit 12	Sun	5	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Sun	5	0.5923	Single-KC	90	0.7390	KC1	5	0.5923
91	Leitner	1_11	Unit 12	Declining_birth_rate	7	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	leitner_2 (2_2)	Declining_birth_rate	7	0.7598	Single-KC	91	0.7390	KC32	7	0.7598
92	Leitner	1_11	Unit 12	To_be_healed	10	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	10	0.7160	Single-KC	92	0.7390	KC10	10	0.7160
93	Leitner	1_11	Unit 12	To_be_healed	11	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	11	0.7160	Single-KC	93	0.7390	KC10	11	0.7160
94	Leitner	1_11	Unit 12	To_be_healed	12	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_be_healed	12	0.7160	Single-KC	94	0.7390	KC10	12	0.7160
95	Leitner	1_11	Unit 12	To_proceed	8	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	To_proceed	8	0.6426	Single-KC	95	0.7390	KC26	8	0.6425
96	Leitner	1_11	Unit 12	Being_left_out	13	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	13	0.8838	Single-KC	96	0.7390	KC59	13	0.8837
97	Leitner	1_11	Unit 12	Being_left_out	14	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	14	0.8838	Single-KC	97	0.7390	KC59	14	0.8837
98	Leitner	1_11	Unit 12	Being_left_out	15	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Being_left_out	15	0.8838	Single-KC	98	0.7390	KC59	15	0.8837
99	Leitner	1_11	Unit 12	Co2	6	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	leitner_2 (2_2)	Co2	6	0.6244	Single-KC	99	0.7390	KC20	6	0.6244
