Row	Sample	Anon Student Id	Problem Hierarchy	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	Step Duration (sec)	Correct Step Duration (sec)	Error Step Duration (sec)	First Attempt	Incorrects	Hints	Corrects	Condition	KC (Default)	Opportunity (Default)	Predicted Error Rate (Default)	KC (Single-KC)	Opportunity (Single-KC)	Predicted Error Rate (Single-KC)	KC (Unique-step)	Opportunity (Unique-step)	Predicted Error Rate (Unique-step)
11	EFC	1_1	Unit 12	Earth	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	3	0.3719	Single-KC	11	0.5236	KC36	3	0.3719
12	EFC	1_1	Unit 12	Earth	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	4	0.3719	Single-KC	12	0.5236	KC36	4	0.3719
13	EFC	1_1	Unit 12	Earth	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Earth	5	0.3719	Single-KC	13	0.5236	KC36	5	0.3719
14	EFC	1_1	Unit 12	Earth	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	6	0.3719	Single-KC	14	0.5236	KC36	6	0.3719
15	EFC	1_1	Unit 12	Earth	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Earth	7	0.3719	Single-KC	15	0.5236	KC36	7	0.3719
16	EFC	1_1	Unit 12	Earth	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	8	0.3719	Single-KC	16	0.5236	KC36	8	0.3719
17	EFC	1_1	Unit 12	Earth	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Earth	9	0.3719	Single-KC	17	0.5236	KC36	9	0.3719
18	EFC	1_1	Unit 12	Earth	10	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	10	0.3719	Single-KC	18	0.5236	KC36	10	0.3719
19	EFC	1_1	Unit 12	To_protect	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	1	0.5571	Single-KC	19	0.5236	KC38	1	0.5572
20	EFC	1_1	Unit 12	To_protect	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	2	0.5571	Single-KC	20	0.5236	KC38	2	0.5572
21	EFC	1_1	Unit 12	To_protect	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	3	0.5571	Single-KC	21	0.5236	KC38	3	0.5572
22	EFC	1_1	Unit 12	To_protect	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	4	0.5571	Single-KC	22	0.5236	KC38	4	0.5572
23	EFC	1_1	Unit 12	To_protect	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	5	0.5571	Single-KC	23	0.5236	KC38	5	0.5572
24	EFC	1_1	Unit 12	To_protect	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	6	0.5571	Single-KC	24	0.5236	KC38	6	0.5572
25	EFC	1_1	Unit 12	To_protect	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	7	0.5571	Single-KC	25	0.5236	KC38	7	0.5572
26	EFC	1_1	Unit 12	To_protect	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	8	0.5571	Single-KC	26	0.5236	KC38	8	0.5572
27	EFC	1_1	Unit 12	To_protect	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	9	0.5571	Single-KC	27	0.5236	KC38	9	0.5572
28	EFC	1_1	Unit 12	To_protect	10	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_protect	10	0.5571	Single-KC	28	0.5236	KC38	10	0.5572
29	EFC	1_1	Unit 12	To_protect	11	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	11	0.5571	Single-KC	29	0.5236	KC38	11	0.5572
30	EFC	1_1	Unit 12	To_protect	12	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	12	0.5571	Single-KC	30	0.5236	KC38	12	0.5572
31	EFC	1_1	Unit 12	Lifespan	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lifespan	1	0.5966	Single-KC	31	0.5236	KC17	1	0.5966
32	EFC	1_1	Unit 12	Lifespan	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lifespan	2	0.5966	Single-KC	32	0.5236	KC17	2	0.5966
33	EFC	1_1	Unit 12	Lifespan	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lifespan	3	0.5966	Single-KC	33	0.5236	KC17	3	0.5966
34	EFC	1_1	Unit 12	Lifespan	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lifespan	4	0.5966	Single-KC	34	0.5236	KC17	4	0.5966
35	EFC	1_1	Unit 12	Lifespan	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lifespan	5	0.5966	Single-KC	35	0.5236	KC17	5	0.5966
36	EFC	1_1	Unit 12	Lifespan	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lifespan	6	0.5966	Single-KC	36	0.5236	KC17	6	0.5966
37	EFC	1_1	Unit 12	Lifespan	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lifespan	7	0.5966	Single-KC	37	0.5236	KC17	7	0.5966
38	EFC	1_1	Unit 12	Lifespan	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lifespan	8	0.5966	Single-KC	38	0.5236	KC17	8	0.5966
39	EFC	1_1	Unit 12	To_commit_suicide	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_commit_suicide	2	0.3862	Single-KC	39	0.5236	KC48	2	0.3862
40	EFC	1_1	Unit 12	To_commit_suicide	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_commit_suicide	3	0.3862	Single-KC	40	0.5236	KC48	3	0.3862
41	EFC	1_1	Unit 12	To_commit_suicide	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_commit_suicide	4	0.3862	Single-KC	41	0.5236	KC48	4	0.3862
42	EFC	1_1	Unit 12	To_commit_suicide	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_commit_suicide	5	0.3862	Single-KC	42	0.5236	KC48	5	0.3862
43	EFC	1_1	Unit 12	To_commit_suicide	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_commit_suicide	6	0.3862	Single-KC	43	0.5236	KC48	6	0.3862
44	EFC	1_1	Unit 12	Exhaust_gas	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Exhaust_gas	1	0.2750	Single-KC	44	0.5236	KC14	1	0.2750
45	EFC	1_1	Unit 12	Exhaust_gas	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Exhaust_gas	2	0.2735	Single-KC	45	0.5236	KC14	2	0.2735
46	EFC	1_1	Unit 12	Exhaust_gas	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Exhaust_gas	3	0.2720	Single-KC	46	0.5236	KC14	3	0.2720
47	EFC	1_1	Unit 12	Rise_in_temperature	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Rise_in_temperature	1	0.3910	Single-KC	47	0.5236	KC6	1	0.3910
48	EFC	1_1	Unit 12	Rise_in_temperature	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Rise_in_temperature	2	0.3910	Single-KC	48	0.5236	KC6	2	0.3910
49	EFC	1_1	Unit 12	Rise_in_temperature	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Rise_in_temperature	3	0.3910	Single-KC	49	0.5236	KC6	3	0.3910
50	EFC	1_1	Unit 12	Sun	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Sun	2	0.3794	Single-KC	50	0.5236	KC1	2	0.3794
51	EFC	1_1	Unit 12	Sun	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Sun	3	0.3794	Single-KC	51	0.5236	KC1	3	0.3794
52	EFC	1_1	Unit 12	Sun	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Sun	4	0.3794	Single-KC	52	0.5236	KC1	4	0.3794
53	EFC	1_1	Unit 12	Sun	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Sun	5	0.3794	Single-KC	53	0.5236	KC1	5	0.3794
54	EFC	1_1	Unit 12	Sun	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Sun	6	0.3794	Single-KC	54	0.5236	KC1	6	0.3794
55	EFC	1_1	Unit 12	Sun	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Sun	7	0.3794	Single-KC	55	0.5236	KC1	7	0.3794
56	EFC	1_1	Unit 12	Sun	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Sun	8	0.3794	Single-KC	56	0.5236	KC1	8	0.3794
57	EFC	1_1	Unit 12	Sun	9	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Sun	9	0.3794	Single-KC	57	0.5236	KC1	9	0.3794
58	EFC	1_1	Unit 12	To_get_on_well	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_get_on_well	3	0.4912	Single-KC	58	0.5236	KC30	3	0.4912
59	EFC	1_1	Unit 12	To_get_on_well	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_get_on_well	4	0.4912	Single-KC	59	0.5236	KC30	4	0.4912
60	EFC	1_1	Unit 12	To_get_on_well	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_get_on_well	5	0.4912	Single-KC	60	0.5236	KC30	5	0.4912
61	EFC	1_1	Unit 12	To_get_on_well	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_get_on_well	6	0.4912	Single-KC	61	0.5236	KC30	6	0.4912
62	EFC	1_1	Unit 12	To_get_on_well	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_get_on_well	7	0.4912	Single-KC	62	0.5236	KC30	7	0.4912
63	EFC	1_1	Unit 12	To_get_on_well	8	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_get_on_well	8	0.4912	Single-KC	63	0.5236	KC30	8	0.4912
64	EFC	1_1	Unit 12	Lack	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lack	1	0.5434	Single-KC	64	0.5236	KC29	1	0.5434
65	EFC	1_1	Unit 12	Lack	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Lack	2	0.5434	Single-KC	65	0.5236	KC29	2	0.5434
66	EFC	1_1	Unit 12	Lack	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lack	3	0.5434	Single-KC	66	0.5236	KC29	3	0.5434
67	EFC	1_1	Unit 12	Lack	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lack	4	0.5434	Single-KC	67	0.5236	KC29	4	0.5434
68	EFC	1_1	Unit 12	Lack	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Lack	5	0.5434	Single-KC	68	0.5236	KC29	5	0.5434
69	EFC	1_1	Unit 12	Company_employee	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Company_employee	1	0.5333	Single-KC	69	0.5236	KC18	1	0.5333
70	EFC	1_1	Unit 12	Company_employee	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Company_employee	2	0.5189	Single-KC	70	0.5236	KC18	2	0.5189
71	EFC	1_1	Unit 12	Company_employee	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Company_employee	3	0.5044	Single-KC	71	0.5236	KC18	3	0.5044
72	EFC	1_1	Unit 12	Company_employee	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Company_employee	4	0.4900	Single-KC	72	0.5236	KC18	4	0.4900
73	EFC	1_1	Unit 12	Company_employee	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Company_employee	5	0.4755	Single-KC	73	0.5236	KC18	5	0.4755
74	EFC	1_1	Unit 12	Company_employee	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Company_employee	6	0.4611	Single-KC	74	0.5236	KC18	6	0.4611
75	EFC	1_1	Unit 12	Declining_birth_rate	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Declining_birth_rate	1	0.6058	Single-KC	75	0.5236	KC32	1	0.6058
76	EFC	1_1	Unit 12	Declining_birth_rate	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Declining_birth_rate	2	0.6001	Single-KC	76	0.5236	KC32	2	0.6001
77	EFC	1_1	Unit 12	Declining_birth_rate	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Declining_birth_rate	3	0.5943	Single-KC	77	0.5236	KC32	3	0.5944
78	EFC	1_1	Unit 12	Declining_birth_rate	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Declining_birth_rate	4	0.5886	Single-KC	78	0.5236	KC32	4	0.5886
79	EFC	1_1	Unit 12	Declining_birth_rate	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Declining_birth_rate	5	0.5828	Single-KC	79	0.5236	KC32	5	0.5828
80	EFC	1_1	Unit 12	To_be_healed	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_be_healed	1	0.5149	Single-KC	80	0.5236	KC10	1	0.5148
81	EFC	1_1	Unit 12	To_be_healed	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_be_healed	2	0.5149	Single-KC	81	0.5236	KC10	2	0.5148
82	EFC	1_1	Unit 12	To_be_healed	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_be_healed	3	0.5149	Single-KC	82	0.5236	KC10	3	0.5148
83	EFC	1_1	Unit 12	To_be_healed	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	To_be_healed	4	0.5149	Single-KC	83	0.5236	KC10	4	0.5148
84	EFC	1_1	Unit 12	To_be_healed	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_be_healed	5	0.5149	Single-KC	84	0.5236	KC10	5	0.5148
85	EFC	1_1	Unit 12	To_be_healed	6	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_be_healed	6	0.5149	Single-KC	85	0.5236	KC10	6	0.5148
86	EFC	1_1	Unit 12	To_be_healed	7	1	1970-01-18 03:05:22	1970-01-18 03:05:23		1970-01-18 03:05:23	0	.	0	incorrect	1	0	0	efc_1 (1_1)	To_be_healed	7	0.5149	Single-KC	86	0.5236	KC10	7	0.5148
87	EFC	1_1	Unit 12	Pension	1	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Pension	1	0.3994	Single-KC	87	0.5236	KC21	1	0.3994
88	EFC	1_1	Unit 12	Pension	2	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Pension	2	0.3994	Single-KC	88	0.5236	KC21	2	0.3994
89	EFC	1_1	Unit 12	Pension	3	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Pension	3	0.3994	Single-KC	89	0.5236	KC21	3	0.3994
90	EFC	1_1	Unit 12	Pension	4	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Pension	4	0.3994	Single-KC	90	0.5236	KC21	4	0.3994
91	EFC	1_1	Unit 12	Pension	5	1	1970-01-18 03:05:22	1970-01-18 03:05:23	1970-01-18 03:05:23	1970-01-18 03:05:23	0	0	.	correct	0	0	1	efc_1 (1_1)	Pension	5	0.3994	Single-KC	91	0.5236	KC21	5	0.3994
92	EFC	1_1	Unit 12	Environment	5	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.5	.	0.5	incorrect	1	0	0	efc_1 (1_1)	Environment	5	0.5554	Single-KC	92	0.5236	KC52	5	0.5554
93	EFC	1_1	Unit 12	Environment	6	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0.5	.	0.5	incorrect	1	0	0	efc_1 (1_1)	Environment	6	0.5554	Single-KC	93	0.5236	KC52	6	0.5554
94	EFC	1_1	Unit 12	Earth	11	1	1970-01-18 03:05:23	1970-01-18 03:05:24		1970-01-18 03:05:24	0	.	0	incorrect	1	0	0	efc_1 (1_1)	Earth	11	0.3719	Single-KC	94	0.5236	KC36	11	0.3719
95	EFC	1_1	Unit 12	Earth	12	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	efc_1 (1_1)	Earth	12	0.3719	Single-KC	95	0.5236	KC36	12	0.3719
96	EFC	1_1	Unit 12	To_protect	13	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	13	0.5571	Single-KC	96	0.5236	KC38	13	0.5572
97	EFC	1_1	Unit 12	To_protect	14	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	efc_1 (1_1)	To_protect	14	0.5571	Single-KC	97	0.5236	KC38	14	0.5572
98	EFC	1_1	Unit 12	Lifespan	9	1	1970-01-18 03:05:23	1970-01-18 03:05:24	1970-01-18 03:05:24	1970-01-18 03:05:24	0	0	.	correct	0	0	1	efc_1 (1_1)	Lifespan	9	0.5966	Single-KC	98	0.5236	KC17	9	0.5966
